Country, Variable, Unit, Symbol,"""2020""",
Haiti, Irrigation water requirement,10^9 m3/year, I,0.35,
Haiti, Irrigation water withdrawal,10^9 m3/year, I,1.21,
Haiti,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I,10.34,
Haiti, Municipal water withdrawal,10^9 m3/year, I,0.19,
Haiti, Municipal water withdrawal as % of total withdrawal, %, I,13.1,
Haiti,Number of people undernourished (3-year average),1000 inhab, X,5200,
Haiti, Permanent crops area,1000 ha, X,280,
Haiti, Population density,inhab/km2, E,410.9,
Haiti,Prevalence of undernourishment (3-year average), %, X,46.4,
Haiti, Rural population,1000 inhab, X,4879.66,
Haiti,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,63.94,
Haiti,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.29,
Haiti,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,41.45,
Haiti,SDG 6.4.1. Water Use Efficiency,US$/m3, I,7.92,
Haiti,SDG 6.4.2. Water Stress, %, E,13.38,
Haiti, Services, value added to GDP, current US$, X,8470200661
Haiti, Total area of the country (excl. coastal water),1000 ha, E,2775,
Haiti, Total freshwater withdrawal,10^9 m3/year, I,1.45,
Haiti, Total population,1000 inhab, X,11402.53,
Haiti, Total water withdrawal,10^9 m3/year, I,1.45,
Haiti, Total water withdrawal per capita,m3/inhab/year, E,127.16,
Haiti, Urban population,1000 inhab, X,6491.52,
India, % of agricultural GVA produced by irrigated agriculture, %, E,72.37,
India, % of total country area cultivated, %, E,51.31,
India, Agricultural water withdrawal,10^9 m3/year, I,688,
India, Agricultural water withdrawal as % of total renewable water resources, %, I,36,
India, Agricultural water withdrawal as % of total water withdrawal, %, I,90.41,
India, Agriculture, value added (% GDP), %, X,16.4
India, Agriculture, value added to GDP, current US$, X,437071656924
India, Arable land area,1000 ha, X,155369.08,
India, Area equipped for irrigation by direct use of not treated municipal wastewater,1000 ha, I,7.5,
India, Area equipped for irrigation by direct use of treated municipal wastewater,1000 ha, I,1.32,
India, Capacity of the municipal wastewater treatment facilities,10^9 m3/year, I,4.57,
India, Cultivated area (arable land + permanent crops),1000 ha, X,168669.08,
India, Desalinated water produced,10^9 m3/year, I, ,
India, Direct use of agricultural drainage water,10^9 m3/year, I,113.5,
India, Direct use of not treated municipal wastewater for irrigation purposes,10^9 m3/year, I,1.23,
India, Environmental Flow Requirements,10^9 m3/year, I,937.1,
India, Fresh groundwater withdrawal,10^9 m3/year, I,251,
India, Fresh surface water withdrawal,10^9 m3/year, I,396.5,
India,GDP Deflator (2015), , X,104.44,
India, GDP per capita, current US$/inhab, X,1930.97,
India,Gender Inequality Index (GII) [equality = 0; inequality = 1), , I,0.56,
India, Gross Domestic Product (GDP), current US$, X,2664748748048,
India,Human Development Index (HDI) [highest = 1], , I,0.65,
India, Industrial water withdrawal,10^9 m3/year, I,17,
India, Industrial water withdrawal as % of total water withdrawal, %, I,2.23,
India, Industry, value added to GDP, current US$, X,620060666322
India, Irrigation water requirement,10^9 m3/year, I,370.8,
India,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I,33.88,
India, Municipal water withdrawal,10^9 m3/year, I,56,
India, Municipal water withdrawal as % of total withdrawal, %, I,7.36,
India, Not treated municipal wastewater,10^9 m3/year, I,11.03,
India, Not treated municipal wastewater discharged (secondary water),10^9 m3/year, I,9.66,
India, Number of municipal wastewater treatment facilities, , I,498,
India,Number of people undernourished (3-year average),1000 inhab, X,200000,
India, Permanent crops area,1000 ha, X,13300,
India, Population density,inhab/km2, E,419.8,
India,Prevalence of undernourishment (3-year average), %, X,14.6,
India, Produced municipal wastewater,10^9 m3/year, I,15.45,
India, Rural population,1000 inhab, X,900099.11,
India,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,34.92,
India,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.44,
India,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,23.28,
India,SDG 6.4.1. Water Use Efficiency,US$/m3, I,2.89,
India,SDG 6.4.2. Water Stress, %, E,66.49,
India, Services, value added to GDP, current US$, X,1361630155406
India, Total area of the country (excl. coastal water),1000 ha, E,328726,
India, Total freshwater withdrawal,10^9 m3/year, I,647.5,
India, Total population,1000 inhab, X,1380004.39,
India, Total water withdrawal,10^9 m3/year, I,761,
India, Total water withdrawal per capita,m3/inhab/year, E,551.45,
India, Treated municipal wastewater,10^9 m3/year, I,4.42,
India, Urban population,1000 inhab, X,483098.64,
Kenya, % of agricultural GVA produced by irrigated agriculture, %, E,3.13,
Kenya, % of total country area cultivated, %, E,10.91,
Kenya, Agricultural water withdrawal,10^9 m3/year, I,3.23,
Kenya, Agricultural water withdrawal as % of total renewable water resources, %, I,10.53,
Kenya, Agricultural water withdrawal as % of total water withdrawal, %, I,80.21,
Kenya, Agriculture, value added (% GDP), %, X,23.05
Kenya, Agriculture, value added to GDP, current US$, X,23281210305
Kenya, Arable land area,1000 ha, X,5800,
Kenya, Area equipped for irrigation by direct use of not treated municipal wastewater,1000 ha, I,2,
Kenya, Capacity of the municipal wastewater treatment facilities,10^9 m3/year, I,0.13,
Kenya, Cultivated area (arable land + permanent crops),1000 ha, X,6330,
Kenya, Environmental Flow Requirements,10^9 m3/year, I,18.57,
Kenya, Fresh groundwater withdrawal,10^9 m3/year, I,0.53,
Kenya, Fresh surface water withdrawal,10^9 m3/year, I,3.51,
Kenya,GDP Deflator (2015), , X,120.46,
Kenya, GDP per capita, current US$/inhab, X,1878.58,
Kenya,Gender Inequality Index (GII) [equality = 0; inequality = 1), , I,0.55,
Kenya, Gross Domestic Product (GDP), current US$, X,101013745357,
Kenya,Human Development Index (HDI) [highest = 1], , I,0.58,
Kenya, Industrial water withdrawal,10^9 m3/year, I,0.3,
Kenya, Industrial water withdrawal as % of total water withdrawal, %, I,7.51,
Kenya, Industry, value added to GDP, current US$, X,15474794995
Kenya, Irrigation water requirement,10^9 m3/year, I,0.49,
Kenya, Irrigation water withdrawal,10^9 m3/year, I,0.46,
Kenya,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I,13.13,
Kenya, Municipal water withdrawal,10^9 m3/year, I,0.49,
Kenya, Municipal water withdrawal as % of total withdrawal, %, I,12.28,
Kenya, Number of municipal wastewater treatment facilities, , I,27,
Kenya,Number of people undernourished (3-year average),1000 inhab, X,13500,
Kenya, Permanent crops area,1000 ha, X,530,
Kenya, Population density,inhab/km2, E,92.65,
Kenya,Prevalence of undernourishment (3-year average), %, X,25.6,
Kenya, Produced municipal wastewater,10^9 m3/year, I,0.08,
Kenya, Rural population,1000 inhab, X,38516.64,
Kenya,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,42.4,
Kenya,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.19,
Kenya,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,94.23,
Kenya,SDG 6.4.1. Water Use Efficiency,US$/m3, I,14.9,
Kenya,SDG 6.4.2. Water Stress, %, E,33.24,
Kenya, Services, value added to GDP, current US$, X,56182763444
Kenya, Total area of the country (excl. coastal water),1000 ha, E,58037,
Kenya, Total freshwater withdrawal,10^9 m3/year, I,4.03,
Kenya, Total population,1000 inhab, X,53771.3,
Kenya, Total water withdrawal,10^9 m3/year, I,4.03,
Kenya, Total water withdrawal per capita,m3/inhab/year, E,74.98,
Kenya, Treated municipal wastewater,10^9 m3/year, I,0.04,
Kenya, Urban population,1000 inhab, X,14975.06,
Kenya, Water withdrawal for aquaculture,10^9 m3/year, I,0.04,
Kenya, Water withdrawal for livestock (watering and cleaning),10^9 m3/year, I,0.26,
Kyrgyzstan, % of agricultural GVA produced by irrigated agriculture, %, E,84.63,
Kyrgyzstan, % of total country area cultivated, %, E,6.82,
Kyrgyzstan, Agricultural water withdrawal,10^9 m3/year, I,7.1,
Kyrgyzstan, Agricultural water withdrawal as % of total renewable water resources, %, I,30.06,
Kyrgyzstan, Agricultural water withdrawal as % of total water withdrawal, %, E,92.69,
Kyrgyzstan, Agriculture, value added (% GDP), %, X,13.51
Kyrgyzstan, Agriculture, value added to GDP, current US$, X,1044876041
Kyrgyzstan, Arable land area,1000 ha, X,1287.4,
Kyrgyzstan, Cultivated area (arable land + permanent crops),1000 ha, X,1364.1,
Kyrgyzstan, Direct use of agricultural drainage water,10^9 m3/year, I,0.3,
Kyrgyzstan, Direct use of treated municipal wastewater,10^9 m3/year, I, ,
Kyrgyzstan, Environmental Flow Requirements,10^9 m3/year, I,8.22,
Kyrgyzstan, Fresh groundwater withdrawal,10^9 m3/year, I,0.31,
Kyrgyzstan, Fresh surface water withdrawal,10^9 m3/year, I,7.4,
Kyrgyzstan,GDP Deflator (2015), , X,106.88,
Kyrgyzstan, GDP per capita, current US$/inhab, X,1185.73,
Kyrgyzstan,Gender Inequality Index (GII) [equality = 0; inequality = 1), , I,0.35,
Kyrgyzstan, Gross Domestic Product (GDP), current US$, X,7735934995,
Kyrgyzstan,Human Development Index (HDI) [highest = 1], , I,0.67,
Kyrgyzstan, Industrial water withdrawal,10^9 m3/year, I,0.34,
Kyrgyzstan, Industrial water withdrawal as % of total water withdrawal, %, E,4.39,
Kyrgyzstan, Industry, value added to GDP, current US$, X,2083917269
Kyrgyzstan, Irrigation water requirement,10^9 m3/year, I,2.92,
Kyrgyzstan,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I,32.63,
Kyrgyzstan, Municipal water withdrawal,10^9 m3/year, I,0.22,
Kyrgyzstan, Municipal water withdrawal as % of total withdrawal, %, E,2.92,
Kyrgyzstan,Number of people undernourished (3-year average),1000 inhab, X,300,
Kyrgyzstan, Permanent crops area,1000 ha, X,76.7,
Kyrgyzstan, Population density,inhab/km2, E,32.63,
Kyrgyzstan,Prevalence of undernourishment (3-year average), %, X,5.2,
Kyrgyzstan, Produced municipal wastewater,10^9 m3/year, I,0.07,
Kyrgyzstan, Rural population,1000 inhab, X,3979.16,
Kyrgyzstan,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,5.8,
Kyrgyzstan,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.12,
Kyrgyzstan,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,16.85,
Kyrgyzstan,SDG 6.4.1. Water Use Efficiency,US$/m3, I,0.86,
Kyrgyzstan,SDG 6.4.2. Water Stress, %, E,50.04,
Kyrgyzstan, Services, value added to GDP, current US$, X,4033878227
Kyrgyzstan, Total area of the country (excl. coastal water),1000 ha, E,19994.9,
Kyrgyzstan, Total freshwater withdrawal,10^9 m3/year, I,7.71,
Kyrgyzstan, Total population,1000 inhab, X,6524.19,
Kyrgyzstan, Total water withdrawal,10^9 m3/year, E,7.66,
Kyrgyzstan, Total water withdrawal per capita,m3/inhab/year, E,1174.09,
Kyrgyzstan, Treated municipal wastewater,10^9 m3/year, I, ,
Kyrgyzstan, Treated municipal wastewater discharged (secondary water),10^9 m3/year, I, ,
Kyrgyzstan, Urban population,1000 inhab, X,2322.56,
Kyrgyzstan, Water withdrawal for aquaculture,10^9 m3/year, I,0.01,
Lesotho, % of agricultural GVA produced by irrigated agriculture, %, E,0.06,
Lesotho, % of total country area cultivated, %, E,19.76,
Lesotho, Agricultural water withdrawal,10^9 m3/year, I, ,
Lesotho, Agricultural water withdrawal as % of total renewable water resources, %, I,0.13,
Lesotho, Agricultural water withdrawal as % of total water withdrawal, %, E,8.68,
Lesotho, Agriculture, value added (% GDP), %, X,4.69
Lesotho, Agriculture, value added to GDP, current US$, X,106686474
Lesotho, Arable land area,1000 ha, X,596,
Lesotho, Cultivated area (arable land + permanent crops),1000 ha, X,600,
Lesotho, Environmental Flow Requirements,10^9 m3/year, I,1.31,
Lesotho,GDP Deflator (2015), , X,101.36,
Lesotho, GDP per capita, current US$/inhab, X,1061.27,
Lesotho,Gender Inequality Index (GII) [equality = 0; inequality = 1), , I,0.54,
Lesotho, Gross Domestic Product (GDP), current US$, X,2273495416,
Lesotho,Human Development Index (HDI) [highest = 1], , I,0.52,
Lesotho, Industrial water withdrawal,10^9 m3/year, I,0.02,
Lesotho, Industrial water withdrawal as % of total water withdrawal, %, E,45.66,
Lesotho, Industry, value added to GDP, current US$, X,695269478
Lesotho, Irrigation water requirement,10^9 m3/year, I, ,
Lesotho, Irrigation water withdrawal,10^9 m3/year, I, ,
Lesotho,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E,1.45,
Lesotho, Municipal water withdrawal,10^9 m3/year, I,0.02,
Lesotho, Municipal water withdrawal as % of total withdrawal, %, E,45.66,
Lesotho,Number of people undernourished (3-year average),1000 inhab, X,700,
Lesotho, Permanent crops area,1000 ha, X,4,
Lesotho, Population density,inhab/km2, E,70.56,
Lesotho,Prevalence of undernourishment (3-year average), %, X,31.2,
Lesotho, Rural population,1000 inhab, X,1648.13,
Lesotho,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,34.3,
Lesotho,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.02,
Lesotho,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,60.75,
Lesotho,SDG 6.4.1. Water Use Efficiency,US$/m3, I,43.4,
Lesotho,SDG 6.4.2. Water Stress, %, E,2.57,
Lesotho, Services, value added to GDP, current US$, X,1231511350
Lesotho, Total area of the country (excl. coastal water),1000 ha, E,3036,
Lesotho, Total freshwater withdrawal,10^9 m3/year, E,0.04,
Lesotho, Total population,1000 inhab, X,2142.25,
Lesotho, Total water withdrawal,10^9 m3/year, E,0.04,
Lesotho, Total water withdrawal per capita,m3/inhab/year, E,20.45,
Lesotho, Urban population,1000 inhab, X,674.09,
Liberia, % of agricultural GVA produced by irrigated agriculture, %, I,0.03,
Liberia, % of total country area cultivated, %, E,6.29,
Liberia, Agricultural water withdrawal,10^9 m3/year, I,0.01,
Liberia, Agricultural water withdrawal as % of total renewable water resources, %, I,0.01,
Liberia, Agricultural water withdrawal as % of total water withdrawal, %, E,8.43,
Liberia, Agriculture, value added (% GDP), %, X,73.69
Liberia, Agriculture, value added to GDP, current US$, X,1828170014
Liberia, Arable land area,1000 ha, X,500,
Liberia, Cultivated area (arable land + permanent crops),1000 ha, X,700,
Liberia, Environmental Flow Requirements,10^9 m3/year, I,176.8,
Liberia,GDP Deflator (2015), , X,94.86,
Liberia, GDP per capita, current US$/inhab, X,490.52,
Liberia,Gender Inequality Index (GII) [equality = 0; inequality = 1), , I,0.65,
Liberia, Gross Domestic Product (GDP), current US$, X,2480889253,
Liberia,Human Development Index (HDI) [highest = 1], , I,0.47,
Liberia, Industrial water withdrawal,10^9 m3/year, I,0.05,
Liberia, Industrial water withdrawal as % of total water withdrawal, %, E,36.6,
Liberia, Industry, value added to GDP, current US$, X,182155574
Liberia, Irrigation water requirement,10^9 m3/year, I, ,
Liberia, Irrigation water withdrawal,10^9 m3/year, I,0.01,
Liberia,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E,0.06,
Liberia, Municipal water withdrawal,10^9 m3/year, I,0.08,
Liberia, Municipal water withdrawal as % of total withdrawal, %, E,54.97,
Liberia,Number of people undernourished (3-year average),1000 inhab, X,1900,
Liberia, Permanent crops area,1000 ha, X,200,
Liberia, Population density,inhab/km2, E,45.41,
Liberia,Prevalence of undernourishment (3-year average), %, X,39.2,
Liberia, Rural population,1000 inhab, X,2445.29,
Liberia,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,3.6,
Liberia,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.04,
Liberia,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,5.36,
Liberia,SDG 6.4.1. Water Use Efficiency,US$/m3, E,4.27,
Liberia,SDG 6.4.2. Water Stress, %, E,0.26,
Liberia, Services, value added to GDP, current US$, X,407628317
Liberia, Total area of the country (excl. coastal water),1000 ha, E,11137,
Liberia, Total freshwater withdrawal,10^9 m3/year, E,0.15,
Liberia, Total population,1000 inhab, X,5057.68,
Liberia, Total water withdrawal,10^9 m3/year, E,0.15,
Liberia, Total water withdrawal per capita,m3/inhab/year, E,28.85,
Liberia, Urban population,1000 inhab, X,2658.56,
Madagascar, % of agricultural GVA produced by irrigated agriculture, %, E,45.51,
Madagascar, % of total country area cultivated, %, E,6.13,
Madagascar, Agricultural water withdrawal,10^9 m3/year, I,13,
Madagascar, Agricultural water withdrawal as % of total renewable water resources, %, I,3.86,
Madagascar, Agricultural water withdrawal as % of total water withdrawal, %, E,95.89,
Madagascar, Agriculture, value added (% GDP), %, X,25.21
Madagascar, Agriculture, value added to GDP, current US$, X,3279856407
Madagascar, Arable land area,1000 ha, X,3000,
Madagascar, Cultivated area (arable land + permanent crops),1000 ha, X,3600,
Madagascar, Environmental Flow Requirements,10^9 m3/year, I,217.5,
Madagascar, Fresh groundwater withdrawal,10^9 m3/year, I,0.02,
Madagascar,GDP Deflator (2015), , X,107.04,
Madagascar, GDP per capita, current US$/inhab, X,469.77,
Madagascar, Gross Domestic Product (GDP), current US$, X,13008307332,
Madagascar,Human Development Index (HDI) [highest = 1], , I,0.52,
Madagascar, Industrial water withdrawal,10^9 m3/year, I,0.16,
Madagascar, Industrial water withdrawal as % of total water withdrawal, %, E,1.19,
Madagascar, Industry, value added to GDP, current US$, X,2459984223
Madagascar, Irrigation water requirement,10^9 m3/year, I,4.4,
Madagascar, Irrigation water withdrawal,10^9 m3/year, I,13,
Madagascar,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I,3.99,
Madagascar, Municipal water withdrawal,10^9 m3/year, I,0.4,
Madagascar, Municipal water withdrawal as % of total withdrawal, %, E,2.91,
Madagascar,Number of people undernourished (3-year average),1000 inhab, X,12800,
Madagascar, Permanent crops area,1000 ha, X,600,
Madagascar, Population density,inhab/km2, E,47.15,
Madagascar,Prevalence of undernourishment (3-year average), %, X,47.4,
Madagascar, Rural population,1000 inhab, X,17020.55,
Madagascar,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,14.2,
Madagascar,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.11,
Madagascar,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,15.4,
Madagascar,SDG 6.4.1. Water Use Efficiency,US$/m3, I,0.72,
Madagascar,SDG 6.4.2. Water Stress, %, E,11.26,
Madagascar, Services, value added to GDP, current US$, X,6512678136
Madagascar, Total area of the country (excl. coastal water),1000 ha, E,58729.5,
Madagascar, Total freshwater withdrawal,10^9 m3/year, E,13.46,
Madagascar, Total population,1000 inhab, X,27691.02,
Madagascar, Total water withdrawal,10^9 m3/year, E,13.56,
Madagascar, Total water withdrawal per capita,m3/inhab/year, E,489.58,
Madagascar, Urban population,1000 inhab, X,10670.25,
Malawi, % of agricultural GVA produced by irrigated agriculture, %, I,2.65,
Malawi, % of total country area cultivated, %, E,32.07,
Malawi, Agricultural water withdrawal,10^9 m3/year, I,1.17,
Malawi, Agricultural water withdrawal as % of total renewable water resources, %, I,6.75,
Malawi, Agricultural water withdrawal as % of total water withdrawal, %, I,85.94,
Malawi, Agriculture, value added (% GDP), %, X,25.21
Malawi, Agriculture, value added to GDP, current US$, X,2965339172
Malawi, Arable land area,1000 ha, X,3600,
Malawi, Cultivated area (arable land + permanent crops),1000 ha, X,3800,
Malawi, Environmental Flow Requirements,10^9 m3/year, I,9.53,
Malawi,GDP Deflator (2015), , X,108.1,
Malawi, GDP per capita, current US$/inhab, X,614.87,
Malawi,Gender Inequality Index (GII) [equality = 0; inequality = 1), , I,0.61,
Malawi, Gross Domestic Product (GDP), current US$, X,11762387765,
Malawi,Human Development Index (HDI) [highest = 1], , I,0.48,
Malawi, Industrial water withdrawal,10^9 m3/year, I,0.05,
Malawi, Industrial water withdrawal as % of total water withdrawal, %, I,3.52,
Malawi, Industry, value added to GDP, current US$, X,1875312173
Malawi, Irrigation water requirement,10^9 m3/year, I,0.31,
Malawi, Irrigation water withdrawal,10^9 m3/year, I,1.17,
Malawi,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I,7.85,
Malawi, Municipal water withdrawal,10^9 m3/year, I,0.14,
Malawi, Municipal water withdrawal as % of total withdrawal, %, I,10.55,
Malawi,Number of people undernourished (3-year average),1000 inhab, X,3300,
Malawi, Permanent crops area,1000 ha, X,200,
Malawi, Population density,inhab/km2, E,161.46,
Malawi,Prevalence of undernourishment (3-year average), %, X,17.6,
Malawi, Rural population,1000 inhab, X,16748.85,
Malawi,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,36.37,
Malawi,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.06,
Malawi,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,40.47,
Malawi,SDG 6.4.1. Water Use Efficiency,US$/m3, I,5.6,
Malawi,SDG 6.4.2. Water Stress, %, E,17.5,
Malawi, Services, value added to GDP, current US$, X,6259816464
Malawi, Total area of the country (excl. coastal water),1000 ha, E,11848,
Malawi, Total freshwater withdrawal,10^9 m3/year, I,1.36,
Malawi, Total population,1000 inhab, X,19129.95,
Malawi, Total water withdrawal,10^9 m3/year, I,1.36,
Malawi, Total water withdrawal per capita,m3/inhab/year, E,70.93,
Malawi, Urban population,1000 inhab, X,3534.84,
Mali, % of agricultural GVA produced by irrigated agriculture, %, E,3.61,
Mali, % of total country area cultivated, %, E,5.29,
Mali, Agricultural water withdrawal,10^9 m3/year, I,5.08,
Mali, Agricultural water withdrawal as % of total renewable water resources, %, I,4.23,
Mali, Agricultural water withdrawal as % of total water withdrawal, %, I,97.86,
Mali, Agriculture, value added (% GDP), %, X,35.27
Mali, Agriculture, value added to GDP, current US$, X,6113575114
Mali, Arable land area,1000 ha, X,6411,
Mali, Cultivated area (arable land + permanent crops),1000 ha, X,6561,
Mali, Environmental Flow Requirements,10^9 m3/year, I,55.2,
Mali, Fresh groundwater withdrawal,10^9 m3/year, I,0.06,
Mali, Fresh surface water withdrawal,10^9 m3/year, I,5.13,
Mali,GDP Deflator (2015), , X,100.44,
Mali, GDP per capita, current US$/inhab, X,855.86,
Mali,Gender Inequality Index (GII) [equality = 0; inequality = 1), , I,0.68,
Mali, Gross Domestic Product (GDP), current US$, X,17331942493,
Mali,Human Development Index (HDI) [highest = 1], , I,0.43,
Mali, Industrial water withdrawal,10^9 m3/year, I, ,
Mali, Industrial water withdrawal as % of total water withdrawal, %, I,0.08,
Mali, Industry, value added to GDP, current US$, X,3726050816
Mali, Irrigation water requirement,10^9 m3/year, I,1.47,
Mali, Irrigation water withdrawal,10^9 m3/year, I,5,
Mali,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I,4.32,
Mali, Municipal water withdrawal,10^9 m3/year, I,0.11,
Mali, Municipal water withdrawal as % of total withdrawal, %, I,2.06,
Mali,Number of people undernourished (3-year average),1000 inhab, X,1100,
Mali, Permanent crops area,1000 ha, X,150,
Mali, Population density,inhab/km2, E,16.33,
Mali,Prevalence of undernourishment (3-year average), %, X,5.6,
Mali, Produced municipal wastewater,10^9 m3/year, I,0.1,
Mali, Rural population,1000 inhab, X,11377.54,
Mali,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,927.4,
Mali,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.04,
Mali,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,57.72,
Mali,SDG 6.4.1. Water Use Efficiency,US$/m3, E,1.95,
Mali,SDG 6.4.2. Water Stress, %, E,8,
Mali, Services, value added to GDP, current US$, X,6203468771
Mali, Total area of the country (excl. coastal water),1000 ha, E,124019,
Mali, Total freshwater withdrawal,10^9 m3/year, I,5.19,
Mali, Total population,1000 inhab, X,20250.83,
Mali, Total water withdrawal,10^9 m3/year, I,5.19,
Mali, Total water withdrawal per capita,m3/inhab/year, E,256.09,
Mali, Urban population,1000 inhab, X,8906.64,
Mali, Water withdrawal for livestock (watering and cleaning),10^9 m3/year, I,0.07,
Mauritania, % of agricultural GVA produced by irrigated agriculture, %, E,27.77,
Mauritania, % of total country area cultivated, %, E,0.4,
Mauritania, Agricultural water withdrawal,10^9 m3/year, I,1.22,
Mauritania, Agricultural water withdrawal as % of total renewable water resources, %, I,10.73,
Mauritania, Agricultural water withdrawal as % of total water withdrawal, %, E,90.58,
Mauritania, Agriculture, value added (% GDP), %, X,20.19
Mauritania, Agriculture, value added to GDP, current US$, X,1598061872
Mauritania, Arable land area,1000 ha, X,400,
Mauritania, Cultivated area (arable land + permanent crops),1000 ha, X,411,
Mauritania, Desalinated water produced,10^9 m3/year, I, ,
Mauritania, Environmental Flow Requirements,10^9 m3/year, I,1.22,
Mauritania,GDP Deflator (2015), , X,115.45,
Mauritania, GDP per capita, current US$/inhab, X,1702.49,
Mauritania,Gender Inequality Index (GII) [equality = 0; inequality = 1), , I,0.61,
Mauritania, Gross Domestic Product (GDP), current US$, X,7915985515,
Mauritania,Human Development Index (HDI) [highest = 1], , I,0.53,
Mauritania, Industrial water withdrawal,10^9 m3/year, I,0.03,
Mauritania, Industrial water withdrawal as % of total water withdrawal, %, E,2.36,
Mauritania, Industry, value added to GDP, current US$, X,2076624691
Mauritania, Irrigation water requirement,10^9 m3/year, I,0.37,
Mauritania, Irrigation water withdrawal,10^9 m3/year, I,1.22,
Mauritania,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E,11.83,
Mauritania, Municipal water withdrawal,10^9 m3/year, I,0.1,
Mauritania, Municipal water withdrawal as % of total withdrawal, %, E,7.07,
Mauritania,Number of people undernourished (3-year average),1000 inhab, X,400,
Mauritania, Permanent crops area,1000 ha, X,11,
Mauritania, Population density,inhab/km2, E,4.51,
Mauritania,Prevalence of undernourishment (3-year average), %, X,9.2,
Mauritania, Produced municipal wastewater,10^9 m3/year, I,0.02,
Mauritania, Rural population,1000 inhab, X,2137.05,
Mauritania,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,56.56,
Mauritania,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.31,
Mauritania,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,32.39,
Mauritania,SDG 6.4.1. Water Use Efficiency,US$/m3, I,3.91,
Mauritania,SDG 6.4.2. Water Stress, %, E,13.25,
Mauritania, Services, value added to GDP, current US$, X,3567866274
Mauritania, Total area of the country (excl. coastal water),1000 ha, E,103070,
Mauritania, Total freshwater withdrawal,10^9 m3/year, E,1.35,
Mauritania, Total population,1000 inhab, X,4649.66,
Mauritania, Total water withdrawal,10^9 m3/year, E,1.35,
Mauritania, Total water withdrawal per capita,m3/inhab/year, E,290.39,
Mauritania, Treated municipal wastewater,10^9 m3/year, I, ,
Mauritania, Urban population,1000 inhab, X,2646.71,
Mozambique, % of agricultural GVA produced by irrigated agriculture, %, E,1.47,
Mozambique, % of total country area cultivated, %, E,7.44,
Mozambique, Agricultural water withdrawal,10^9 m3/year, I,1.08,
Mozambique, Agricultural water withdrawal as % of total renewable water resources, %, I,0.5,
Mozambique, Agricultural water withdrawal as % of total water withdrawal, %, I,73.05,
Mozambique, Agriculture, value added (% GDP), %, X,25.58
Mozambique, Agriculture, value added to GDP, current US$, X,3588208079
Mozambique, Arable land area,1000 ha, X,5650,
Mozambique, Cultivated area (arable land + permanent crops),1000 ha, X,5950,
Mozambique, Environmental Flow Requirements,10^9 m3/year, I,133,
Mozambique,GDP Deflator (2015), , X,78.11,
Mozambique, GDP per capita, current US$/inhab, X,448.84,
Mozambique,Gender Inequality Index (GII) [equality = 0; inequality = 1), , I,0.59,
Mozambique, Gross Domestic Product (GDP), current US$, X,14028811071,
Mozambique,Human Development Index (HDI) [highest = 1], , I,0.45,
Mozambique, Industrial water withdrawal,10^9 m3/year, I,0.03,
