Country, Variable, Unit, Symbol,"""2020"""
Liberia, Surface water: inflow secured through treaties,10^9 m3/year, I, 
Liberia, Surface water: inflow submitted to treaties,10^9 m3/year, I, 
Liberia, Surface water: leaving the country to other countries (total),10^9 m3/year, I, 
Liberia, Surface water: outflow to other countries not submitted to treaties,10^9 m3/year, I, 
Liberia, Surface water: outflow to other countries secured through treaties,10^9 m3/year, I, 
Liberia, Surface water: outflow to other countries submitted to treaties,10^9 m3/year, I, 
Liberia, Surface water: total external renewable,10^9 m3/year, I,32
Liberia, Surface water: total flow of border rivers,10^9 m3/year, I, 
Liberia, Total dam capacity,km3, E,0.24
Liberia, Total freshwater withdrawal,10^9 m3/year, E,0.15
Liberia, Total internal renewable water resources (IRWR),10^9 m3/year, I,200
Liberia, Total internal renewable water resources per capita,m3/inhab/year, E,39543.81
Liberia, Total renewable groundwater,10^9 m3/year, I,45
Liberia, Total renewable surface water,10^9 m3/year, I,232
Liberia, Total renewable water resources,10^9 m3/year, I,232
Liberia, Total renewable water resources per capita,m3/inhab/year, E,45870.82
Liberia, Total water withdrawal,10^9 m3/year, E,0.15
Liberia, Total water withdrawal per capita,m3/inhab/year, E,28.85
Liberia, Water resources: total external renewable,10^9 m3/year, I,32
Madagascar, Agricultural water withdrawal,10^9 m3/year, I,13
Madagascar, Agricultural water withdrawal as % of total renewable water resources, %, I,3.86
Madagascar, Agricultural water withdrawal as % of total water withdrawal, %, E,95.89
Madagascar, Dam capacity per capita,m3/inhab, E,17.82
Madagascar, Dependency ratio, %, I, 
Madagascar, Environmental Flow Requirements,10^9 m3/year, I,217.5
Madagascar, Fresh groundwater withdrawal,10^9 m3/year, I,0.02
Madagascar, Groundwater produced internally,10^9 m3/year, I,55
Madagascar, Groundwater: accounted inflow,10^9 m3/year, I, 
Madagascar, Groundwater: accounted outflow to other countries,10^9 m3/year, I, 
Madagascar, Groundwater: entering the country (total),10^9 m3/year, I, 
Madagascar, Groundwater: leaving the country to other countries (total),10^9 m3/year, I, 
Madagascar, Industrial water withdrawal,10^9 m3/year, I,0.16
Madagascar, Industrial water withdrawal as % of total water withdrawal, %, E,1.19
Madagascar, Interannual variability (WRI), , I,1.4
Madagascar, Irrigation water requirement,10^9 m3/year, I,4.4
Madagascar, Irrigation water withdrawal,10^9 m3/year, I,13
Madagascar, Long-term average annual precipitation in depth, mm/year, I,1513
Madagascar, Long-term average annual precipitation in volume,10^9 m3/year, I,888.58
Madagascar,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I,3.99
Madagascar, Municipal water withdrawal,10^9 m3/year, I,0.4
Madagascar, Municipal water withdrawal as % of total withdrawal, %, E,2.91
Madagascar, National Rainfall Index (NRI), mm/year, I,1541
Madagascar, Overlap between surface water and groundwater,10^9 m3/year, I,50
Madagascar, Overlap: between surface water and groundwater,10^9 m3/year, I,50
Madagascar,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,14.2
Madagascar,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.11
Madagascar,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,15.4
Madagascar,SDG 6.4.1. Water Use Efficiency,US$/m3, I,0.72
Madagascar,SDG 6.4.2. Water Stress, %, E,11.26
Madagascar, Seasonal variability (WRI), , I,3.5
Madagascar, Surface water produced internally,10^9 m3/year, I,332
Madagascar, Surface water: accounted flow of border rivers,10^9 m3/year, I, 
Madagascar, Surface water: accounted inflow,10^9 m3/year, I, 
Madagascar, Surface water: entering the country (total),10^9 m3/year, I, 
Madagascar, Surface water: inflow not submitted to treaties,10^9 m3/year, I, 
Madagascar, Surface water: inflow secured through treaties,10^9 m3/year, I, 
Madagascar, Surface water: inflow submitted to treaties,10^9 m3/year, I, 
Madagascar, Surface water: leaving the country to other countries (total),10^9 m3/year, I, 
Madagascar, Surface water: outflow to other countries not submitted to treaties,10^9 m3/year, I, 
Madagascar, Surface water: outflow to other countries secured through treaties,10^9 m3/year, I, 
Madagascar, Surface water: outflow to other countries submitted to treaties,10^9 m3/year, I, 
Madagascar, Surface water: total external renewable,10^9 m3/year, I, 
Madagascar, Surface water: total flow of border rivers,10^9 m3/year, I, 
Madagascar, Total dam capacity,km3, E,0.49
Madagascar, Total freshwater withdrawal,10^9 m3/year, E,13.46
Madagascar, Total internal renewable water resources (IRWR),10^9 m3/year, I,337
Madagascar, Total internal renewable water resources per capita,m3/inhab/year, E,12170.01
Madagascar, Total renewable groundwater,10^9 m3/year, I,55
Madagascar, Total renewable surface water,10^9 m3/year, I,332
Madagascar, Total renewable water resources,10^9 m3/year, I,337
Madagascar, Total renewable water resources per capita,m3/inhab/year, E,12170.01
Madagascar, Total water withdrawal,10^9 m3/year, E,13.56
Madagascar, Total water withdrawal per capita,m3/inhab/year, E,489.58
Madagascar, Water resources: total external renewable,10^9 m3/year, I, 
Malawi, Agricultural water withdrawal,10^9 m3/year, I,1.17
Malawi, Agricultural water withdrawal as % of total renewable water resources, %, I,6.75
Malawi, Agricultural water withdrawal as % of total water withdrawal, %, I,85.94
Malawi, Dam capacity per capita,m3/inhab, E,2.18
Malawi, Dependency ratio, %, I,6.6
Malawi, Environmental Flow Requirements,10^9 m3/year, I,9.53
Malawi, Groundwater produced internally,10^9 m3/year, I,2.5
Malawi, Groundwater: accounted inflow,10^9 m3/year, I, 
Malawi, Groundwater: accounted outflow to other countries,10^9 m3/year, I, 
Malawi, Groundwater: entering the country (total),10^9 m3/year, I, 
Malawi, Groundwater: leaving the country to other countries (total),10^9 m3/year, I, 
Malawi, Industrial water withdrawal,10^9 m3/year, I,0.05
Malawi, Industrial water withdrawal as % of total water withdrawal, %, I,3.52
Malawi, Interannual variability (WRI), , I,1.6
Malawi, Irrigation water requirement,10^9 m3/year, I,0.31
Malawi, Irrigation water withdrawal,10^9 m3/year, I,1.17
Malawi, Long-term average annual precipitation in depth, mm/year, I,1181
Malawi, Long-term average annual precipitation in volume,10^9 m3/year, I,139.92
Malawi,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I,7.85
Malawi, Municipal water withdrawal,10^9 m3/year, I,0.14
Malawi, Municipal water withdrawal as % of total withdrawal, %, I,10.55
Malawi, National Rainfall Index (NRI), mm/year, I,1125
Malawi, Overlap between surface water and groundwater,10^9 m3/year, I,2.5
Malawi, Overlap: between surface water and groundwater,10^9 m3/year, I,2.5
Malawi,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,36.37
Malawi,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.06
Malawi,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,40.47
Malawi,SDG 6.4.1. Water Use Efficiency,US$/m3, I,5.6
Malawi,SDG 6.4.2. Water Stress, %, E,17.5
Malawi, Seasonal variability (WRI), , I,3.8
Malawi, Surface water produced internally,10^9 m3/year, I,16.14
Malawi, Surface water: accounted flow of border rivers,10^9 m3/year, I,0.14
Malawi, Surface water: accounted inflow,10^9 m3/year, I,1.14
Malawi, Surface water: entering the country (total),10^9 m3/year, I,1
Malawi, Surface water: inflow not submitted to treaties,10^9 m3/year, I,1
Malawi, Surface water: inflow secured through treaties,10^9 m3/year, I, 
Malawi, Surface water: inflow submitted to treaties,10^9 m3/year, I, 
Malawi, Surface water: leaving the country to other countries (total),10^9 m3/year, I,16.98
Malawi, Surface water: outflow to other countries not submitted to treaties,10^9 m3/year, I,16.98
Malawi, Surface water: outflow to other countries secured through treaties,10^9 m3/year, I, 
Malawi, Surface water: outflow to other countries submitted to treaties,10^9 m3/year, I, 
Malawi, Surface water: total external renewable,10^9 m3/year, I,1.14
Malawi, Surface water: total flow of border rivers,10^9 m3/year, I, 
Malawi, Total dam capacity,km3, E,0.04
Malawi, Total freshwater withdrawal,10^9 m3/year, I,1.36
Malawi, Total internal renewable water resources (IRWR),10^9 m3/year, I,16.14
Malawi, Total internal renewable water resources per capita,m3/inhab/year, E,843.7
Malawi, Total renewable groundwater,10^9 m3/year, I,2.5
Malawi, Total renewable surface water,10^9 m3/year, I,17.28
Malawi, Total renewable water resources,10^9 m3/year, I,17.28
Malawi, Total renewable water resources per capita,m3/inhab/year, E,903.3
Malawi, Total water withdrawal,10^9 m3/year, I,1.36
Malawi, Total water withdrawal per capita,m3/inhab/year, E,70.93
Malawi, Water resources: total external renewable,10^9 m3/year, I,1.14
Mali, Agricultural water withdrawal,10^9 m3/year, I,5.08
Mali, Agricultural water withdrawal as % of total renewable water resources, %, I,4.23
Mali, Agricultural water withdrawal as % of total water withdrawal, %, I,97.86
Mali, Dam capacity per capita,m3/inhab, E,681.21
Mali, Dependency ratio, %, I,50
Mali, Environmental Flow Requirements,10^9 m3/year, I,55.2
Mali, Fresh groundwater withdrawal,10^9 m3/year, I,0.06
Mali, Fresh surface water withdrawal,10^9 m3/year, I,5.13
Mali, Groundwater produced internally,10^9 m3/year, I,20
Mali, Groundwater: accounted inflow,10^9 m3/year, I, 
Mali, Groundwater: accounted outflow to other countries,10^9 m3/year, I, 
Mali, Groundwater: entering the country (total),10^9 m3/year, I, 
Mali, Groundwater: leaving the country to other countries (total),10^9 m3/year, I, 
Mali, Industrial water withdrawal,10^9 m3/year, I, 
Mali, Industrial water withdrawal as % of total water withdrawal, %, I,0.08
Mali, Interannual variability (WRI), , I,1.3
Mali, Irrigation water requirement,10^9 m3/year, I,1.47
Mali, Irrigation water withdrawal,10^9 m3/year, I,5
Mali, Long-term average annual precipitation in depth, mm/year, I,282
Mali, Long-term average annual precipitation in volume,10^9 m3/year, I,349.73
Mali,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I,4.32
Mali, Municipal water withdrawal,10^9 m3/year, I,0.11
Mali, Municipal water withdrawal as % of total withdrawal, %, I,2.06
Mali, National Rainfall Index (NRI), mm/year, I,577.6
Mali, Overlap between surface water and groundwater,10^9 m3/year, I,10
Mali, Overlap: between surface water and groundwater,10^9 m3/year, I,10
Mali, Produced municipal wastewater,10^9 m3/year, I,0.1
Mali,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,927.4
Mali,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.04
Mali,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,57.72
Mali,SDG 6.4.1. Water Use Efficiency,US$/m3, E,1.95
Mali,SDG 6.4.2. Water Stress, %, E,8
Mali, Seasonal variability (WRI), , I,4
Mali, Surface water produced internally,10^9 m3/year, I,50
Mali, Surface water: accounted flow of border rivers,10^9 m3/year, I, 
Mali, Surface water: accounted inflow,10^9 m3/year, I,60
Mali, Surface water: entering the country (total),10^9 m3/year, I,60
Mali, Surface water: inflow not submitted to treaties,10^9 m3/year, I,60
Mali, Surface water: inflow secured through treaties,10^9 m3/year, I, 
Mali, Surface water: inflow submitted to treaties,10^9 m3/year, I, 
Mali, Surface water: leaving the country to other countries (total),10^9 m3/year, I,50
Mali, Surface water: outflow to other countries not submitted to treaties,10^9 m3/year, I,50
Mali, Surface water: outflow to other countries secured through treaties,10^9 m3/year, I, 
Mali, Surface water: outflow to other countries submitted to treaties,10^9 m3/year, I, 
Mali, Surface water: total external renewable,10^9 m3/year, I,60
Mali, Surface water: total flow of border rivers,10^9 m3/year, I, 
Mali, Total dam capacity,km3, E,13.79
Mali, Total freshwater withdrawal,10^9 m3/year, I,5.19
Mali, Total internal renewable water resources (IRWR),10^9 m3/year, I,60
Mali, Total internal renewable water resources per capita,m3/inhab/year, E,2962.84
Mali, Total renewable groundwater,10^9 m3/year, I,20
Mali, Total renewable surface water,10^9 m3/year, I,110
Mali, Total renewable water resources,10^9 m3/year, I,120
Mali, Total renewable water resources per capita,m3/inhab/year, E,5925.68
Mali, Total water withdrawal,10^9 m3/year, I,5.19
Mali, Total water withdrawal per capita,m3/inhab/year, E,256.09
Mali, Water resources: total external renewable,10^9 m3/year, I,60
Mali, Water withdrawal for livestock (watering and cleaning),10^9 m3/year, I,0.07
Mauritania, Agricultural water withdrawal,10^9 m3/year, I,1.22
Mauritania, Agricultural water withdrawal as % of total renewable water resources, %, I,10.73
Mauritania, Agricultural water withdrawal as % of total water withdrawal, %, E,90.58
Mauritania, Dam capacity per capita,m3/inhab, E,107.53
Mauritania, Dependency ratio, %, I,96.49
Mauritania, Desalinated water produced,10^9 m3/year, I, 
Mauritania, Environmental Flow Requirements,10^9 m3/year, I,1.22
Mauritania, Exploitable: regular renewable groundwater,10^9 m3/year, I,0.88
Mauritania, Groundwater produced internally,10^9 m3/year, I,0.3
Mauritania, Groundwater: accounted inflow,10^9 m3/year, I, 
Mauritania, Groundwater: accounted outflow to other countries,10^9 m3/year, I, 
Mauritania, Groundwater: entering the country (total),10^9 m3/year, I, 
Mauritania, Groundwater: leaving the country to other countries (total),10^9 m3/year, I, 
Mauritania, Industrial water withdrawal,10^9 m3/year, I,0.03
Mauritania, Industrial water withdrawal as % of total water withdrawal, %, E,2.36
Mauritania, Interannual variability (WRI), , I,1.8
Mauritania, Irrigation water requirement,10^9 m3/year, I,0.37
Mauritania, Irrigation water withdrawal,10^9 m3/year, I,1.22
Mauritania, Long-term average annual precipitation in depth, mm/year, I,92
Mauritania, Long-term average annual precipitation in volume,10^9 m3/year, I,94.82
Mauritania,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E,11.83
Mauritania, Municipal water withdrawal,10^9 m3/year, I,0.1
Mauritania, Municipal water withdrawal as % of total withdrawal, %, E,7.07
Mauritania, National Rainfall Index (NRI), mm/year, I,190.3
Mauritania, Overlap between surface water and groundwater,10^9 m3/year, I, 
Mauritania, Overlap: between surface water and groundwater,10^9 m3/year, I, 
Mauritania, Produced municipal wastewater,10^9 m3/year, I,0.02
Mauritania,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,56.56
Mauritania,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.31
Mauritania,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,32.39
Mauritania,SDG 6.4.1. Water Use Efficiency,US$/m3, I,3.91
Mauritania,SDG 6.4.2. Water Stress, %, E,13.25
Mauritania, Seasonal variability (WRI), , I,3.2
Mauritania, Surface water produced internally,10^9 m3/year, I,0.1
Mauritania, Surface water: accounted flow of border rivers,10^9 m3/year, I,11
Mauritania, Surface water: accounted inflow,10^9 m3/year, I,11
Mauritania, Surface water: entering the country (total),10^9 m3/year, I, 
Mauritania, Surface water: inflow not submitted to treaties,10^9 m3/year, I, 
Mauritania, Surface water: inflow secured through treaties,10^9 m3/year, I, 
Mauritania, Surface water: inflow submitted to treaties,10^9 m3/year, I, 
Mauritania, Surface water: leaving the country to other countries (total),10^9 m3/year, I, 
Mauritania, Surface water: outflow to other countries not submitted to treaties,10^9 m3/year, I, 
Mauritania, Surface water: outflow to other countries secured through treaties,10^9 m3/year, I, 
Mauritania, Surface water: outflow to other countries submitted to treaties,10^9 m3/year, I, 
Mauritania, Surface water: total external renewable,10^9 m3/year, I,11
Mauritania, Surface water: total flow of border rivers,10^9 m3/year, I,22
Mauritania, Total dam capacity,km3, E,0.5
Mauritania, Total exploitable water resources,10^9 m3/year, I,0.88
Mauritania, Total freshwater withdrawal,10^9 m3/year, E,1.35
Mauritania, Total internal renewable water resources (IRWR),10^9 m3/year, I,0.4
Mauritania, Total internal renewable water resources per capita,m3/inhab/year, E,86.03
Mauritania, Total renewable groundwater,10^9 m3/year, I,0.3
Mauritania, Total renewable surface water,10^9 m3/year, I,11.1
Mauritania, Total renewable water resources,10^9 m3/year, I,11.4
Mauritania, Total renewable water resources per capita,m3/inhab/year, E,2451.79
Mauritania, Total water withdrawal,10^9 m3/year, E,1.35
Mauritania, Total water withdrawal per capita,m3/inhab/year, E,290.39
Mauritania, Treated municipal wastewater,10^9 m3/year, I, 
Mauritania, Water resources: total external renewable,10^9 m3/year, I,11
Mozambique, Agricultural water withdrawal,10^9 m3/year, I,1.08
Mozambique, Agricultural water withdrawal as % of total renewable water resources, %, I,0.5
Mozambique, Agricultural water withdrawal as % of total water withdrawal, %, I,73.05
Mozambique, Dam capacity per capita,m3/inhab, E,2371.96
Mozambique, Dependency ratio, %, I,53.8
Mozambique, Environmental Flow Requirements,10^9 m3/year, I,133
Mozambique, Groundwater produced internally,10^9 m3/year, I,17
Mozambique, Groundwater: accounted inflow,10^9 m3/year, I, 
Mozambique, Groundwater: entering the country (total),10^9 m3/year, I, 
Mozambique, Industrial water withdrawal,10^9 m3/year, I,0.03
Mozambique, Industrial water withdrawal as % of total water withdrawal, %, I,1.7
Mozambique, Interannual variability (WRI), , I,3.5
Mozambique, Irrigation water requirement,10^9 m3/year, I,0.18
Mozambique, Irrigation water withdrawal,10^9 m3/year, I,1
Mozambique, Long-term average annual precipitation in depth, mm/year, I,1032
Mozambique, Long-term average annual precipitation in volume,10^9 m3/year, I,824.96
Mozambique,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I,0.68
Mozambique, Municipal water withdrawal,10^9 m3/year, I,0.37
Mozambique, Municipal water withdrawal as % of total withdrawal, %, I,25.25
Mozambique, National Rainfall Index (NRI), mm/year, I,1005
Mozambique, Overlap between surface water and groundwater,10^9 m3/year, I,14
Mozambique, Overlap: between surface water and groundwater,10^9 m3/year, I,14
Mozambique,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,135.49
Mozambique,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.06
Mozambique,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,21.44
Mozambique,SDG 6.4.1. Water Use Efficiency,US$/m3, I,7.76
Mozambique,SDG 6.4.2. Water Stress, %, E,1.75
Mozambique, Seasonal variability (WRI), , I,3.3
Mozambique, Surface water produced internally,10^9 m3/year, I,97.3
Mozambique, Surface water: accounted flow of border rivers,10^9 m3/year, I, 
Mozambique, Surface water: accounted inflow,10^9 m3/year, I,116.8
Mozambique, Surface water: entering the country (total),10^9 m3/year, I,116.8
Mozambique, Surface water: inflow not submitted to treaties,10^9 m3/year, I,116.8
Mozambique, Surface water: inflow secured through treaties,10^9 m3/year, I, 
Mozambique, Surface water: inflow submitted to treaties,10^9 m3/year, I, 
Mozambique, Surface water: leaving the country to other countries (total),10^9 m3/year, I,1
Mozambique, Surface water: outflow to other countries not submitted to treaties,10^9 m3/year, I,1
Mozambique, Surface water: outflow to other countries secured through treaties,10^9 m3/year, I, 
Mozambique, Surface water: outflow to other countries submitted to treaties,10^9 m3/year, I, 
Mozambique, Surface water: total external renewable,10^9 m3/year, I,116.8
Mozambique, Surface water: total flow of border rivers,10^9 m3/year, I, 
Mozambique, Total dam capacity,km3, E,74.14
Mozambique, Total freshwater withdrawal,10^9 m3/year, I,1.47
Mozambique, Total internal renewable water resources (IRWR),10^9 m3/year, I,100.3
Mozambique, Total internal renewable water resources per capita,m3/inhab/year, E,3209.04
Mozambique, Total renewable groundwater,10^9 m3/year, I,17
Mozambique, Total renewable surface water,10^9 m3/year, I,214.1
Mozambique, Total renewable water resources,10^9 m3/year, I,217.1
Mozambique, Total renewable water resources per capita,m3/inhab/year, E,6945.99
Mozambique, Total water withdrawal,10^9 m3/year, I,1.47
Mozambique, Total water withdrawal per capita,m3/inhab/year, E,47.13
Mozambique, Treated municipal wastewater,10^9 m3/year, I, 
Mozambique, Water resources: total external renewable,10^9 m3/year, I,116.8
Mozambique, Water withdrawal for livestock (watering and cleaning),10^9 m3/year, I,0.07
Nepal, Agricultural water withdrawal,10^9 m3/year, I,9.32
Nepal, Agricultural water withdrawal as % of total renewable water resources, %, I,4.43
Nepal, Agricultural water withdrawal as % of total water withdrawal, %, E,98.14
Nepal, Area equipped for irrigation by direct use of not treated municipal wastewater,1000 ha, I,2.01
Nepal, Dam capacity per capita,m3/inhab, E,2.93
Nepal, Dependency ratio, %, I,5.71
Nepal, Environmental Flow Requirements,10^9 m3/year, I,95.94
Nepal, Groundwater produced internally,10^9 m3/year, I,20
Nepal, Groundwater: accounted inflow,10^9 m3/year, I, 
Nepal, Groundwater: entering the country (total),10^9 m3/year, I, 
Nepal, Industrial water withdrawal,10^9 m3/year, I,0.03
Nepal, Industrial water withdrawal as % of total water withdrawal, %, E,0.31
Nepal, Interannual variability (WRI), , I,1
Nepal, Irrigation water requirement,10^9 m3/year, I,5.43
Nepal, Irrigation water withdrawal,10^9 m3/year, I,9.32
Nepal, Long-term average annual precipitation in depth, mm/year, I,1500
Nepal, Long-term average annual precipitation in volume,10^9 m3/year, I,220.77
Nepal,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E,4.52
Nepal, Municipal water withdrawal,10^9 m3/year, I,0.15
Nepal, Municipal water withdrawal as % of total withdrawal, %, E,1.55
Nepal, National Rainfall Index (NRI), mm/year, I,1751
Nepal, Overlap between surface water and groundwater,10^9 m3/year, I,20
Nepal, Overlap: between surface water and groundwater,10^9 m3/year, I,20
Nepal,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,100.63
Nepal,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.66
Nepal,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,108.31
Nepal,SDG 6.4.1. Water Use Efficiency,US$/m3, I,2.64
Nepal,SDG 6.4.2. Water Stress, %, E,8.31
Nepal, Seasonal variability (WRI), , I,4.1
Nepal, Surface water produced internally,10^9 m3/year, I,198.2
Nepal, Surface water: accounted flow of border rivers,10^9 m3/year, I, 
Nepal, Surface water: accounted inflow,10^9 m3/year, I,12
Nepal, Surface water: entering the country (total),10^9 m3/year, I,12
Nepal, Surface water: inflow not submitted to treaties,10^9 m3/year, I,12
Nepal, Surface water: inflow secured through treaties,10^9 m3/year, I, 
Nepal, Surface water: inflow submitted to treaties,10^9 m3/year, I, 
Nepal, Surface water: leaving the country to other countries (total),10^9 m3/year, I,210.2
Nepal, Surface water: outflow to other countries not submitted to treaties,10^9 m3/year, I,210.2
Nepal, Surface water: outflow to other countries secured through treaties,10^9 m3/year, I, 
Nepal, Surface water: outflow to other countries submitted to treaties,10^9 m3/year, I, 
Nepal, Surface water: total external renewable,10^9 m3/year, I,12
Nepal, Surface water: total flow of border rivers,10^9 m3/year, I, 
Nepal, Total dam capacity,km3, E,0.09
Nepal, Total freshwater withdrawal,10^9 m3/year, E,9.5
Nepal, Total internal renewable water resources (IRWR),10^9 m3/year, I,198.2
Nepal, Total internal renewable water resources per capita,m3/inhab/year, E,6802.39
Nepal, Total renewable groundwater,10^9 m3/year, I,20
Nepal, Total renewable surface water,10^9 m3/year, I,210.2
Nepal, Total renewable water resources,10^9 m3/year, I,210.2
Nepal, Total renewable water resources per capita,m3/inhab/year, E,7214.24
Nepal, Total water withdrawal,10^9 m3/year, E,9.5
Nepal, Total water withdrawal per capita,m3/inhab/year, E,325.95
Nepal, Treated municipal wastewater,10^9 m3/year, I,0.01
Nepal, Water resources: total external renewable,10^9 m3/year, I,12
Nicaragua, Agricultural water withdrawal,10^9 m3/year, I,1.08
Nicaragua, Agricultural water withdrawal as % of total renewable water resources, %, E,0.66
Nicaragua, Agricultural water withdrawal as % of total water withdrawal, %, E,85.04
Nicaragua, Collected municipal wastewater,10^9 m3/year, I,0.18
Nicaragua, Dam capacity per capita,m3/inhab, E,4831.34
Nicaragua, Dependency ratio, %, I,5.05
Nicaragua, Desalinated water produced,10^9 m3/year, I, 
Nicaragua, Direct use of treated municipal wastewater,10^9 m3/year, I, 
Nicaragua, Environmental Flow Requirements,10^9 m3/year, I,107.2
Nicaragua, Groundwater produced internally,10^9 m3/year, I,59
Nicaragua, Groundwater: accounted inflow,10^9 m3/year, I, 
Nicaragua, Groundwater: accounted outflow to other countries,10^9 m3/year, I, 
Nicaragua, Groundwater: entering the country (total),10^9 m3/year, I, 
Nicaragua, Groundwater: leaving the country to other countries (total),10^9 m3/year, I, 
Nicaragua, Industrial water withdrawal,10^9 m3/year, I, 
Nicaragua, Industrial water withdrawal as % of total water withdrawal, %, I,0.05
Nicaragua, Interannual variability (WRI), , I,1.2
Nicaragua, Irrigation water requirement,10^9 m3/year, I,0.51
Nicaragua, Irrigation water withdrawal,10^9 m3/year, I,1.31
Nicaragua, Long-term average annual precipitation in depth, mm/year, I,2280
Nicaragua, Long-term average annual precipitation in volume,10^9 m3/year, I,297.24
Nicaragua,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E,0.77
Nicaragua, Municipal water withdrawal,10^9 m3/year, I,0.19
Nicaragua, Municipal water withdrawal as % of total withdrawal, %, E,14.91
Nicaragua, National Rainfall Index (NRI), mm/year, I,2013
Nicaragua, Not treated municipal wastewater,10^9 m3/year, I,0.19
Nicaragua, Number of municipal wastewater treatment facilities, , I,356
Nicaragua, Overlap between surface water and groundwater,10^9 m3/year, I,55.39
Nicaragua, Overlap: between surface water and groundwater,10^9 m3/year, I,55.39
Nicaragua, Produced municipal wastewater,10^9 m3/year, I,0.3
Nicaragua,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,4481.2
Nicaragua,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.14
Nicaragua,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,35.25
Nicaragua,SDG 6.4.1. Water Use Efficiency,US$/m3, I,7.56
Nicaragua,SDG 6.4.2. Water Stress, %, E,2.22
Nicaragua, Seasonal variability (WRI), , I,2.9
Nicaragua, Surface water produced internally,10^9 m3/year, I,152.6
Nicaragua, Surface water: accounted flow of border rivers,10^9 m3/year, I, 
Nicaragua, Surface water: accounted inflow,10^9 m3/year, I,8.31
Nicaragua, Surface water: entering the country (total),10^9 m3/year, I,8.31
Nicaragua, Surface water: inflow not submitted to treaties,10^9 m3/year, I,8.31
Nicaragua, Surface water: inflow secured through treaties,10^9 m3/year, I, 
Nicaragua, Surface water: inflow submitted to treaties,10^9 m3/year, I, 
Nicaragua, Surface water: leaving the country to other countries (total),10^9 m3/year, I, 
Nicaragua, Surface water: outflow to other countries not submitted to treaties,10^9 m3/year, I, 
Nicaragua, Surface water: outflow to other countries secured through treaties,10^9 m3/year, I, 
Nicaragua, Surface water: outflow to other countries submitted to treaties,10^9 m3/year, I, 
Nicaragua, Surface water: total external renewable,10^9 m3/year, I,8.31
Nicaragua, Surface water: total flow of border rivers,10^9 m3/year, I, 
Nicaragua, Total dam capacity,km3, E,32.01
Nicaragua, Total freshwater withdrawal,10^9 m3/year, E,1.27
Nicaragua, Total internal renewable water resources (IRWR),10^9 m3/year, I,156.21
Nicaragua, Total internal renewable water resources per capita,m3/inhab/year, E,23580.46
Nicaragua, Total renewable groundwater,10^9 m3/year, I,59
Nicaragua, Total renewable surface water,10^9 m3/year, I,160.91
Nicaragua, Total renewable water resources,10^9 m3/year, I,164.52
Nicaragua, Total renewable water resources per capita,m3/inhab/year, E,24834.88
Nicaragua, Total water withdrawal,10^9 m3/year, E,1.27
Nicaragua, Total water withdrawal per capita,m3/inhab/year, E,192.41
Nicaragua, Treated municipal wastewater,10^9 m3/year, I,0.11
Nicaragua, Treated municipal wastewater discharged (secondary water),10^9 m3/year, I,0.01
Nicaragua, Water resources: total external renewable,10^9 m3/year, I,8.31
Nicaragua, Water withdrawal for livestock (watering and cleaning),10^9 m3/year, I,0.07
Niger, Agricultural water withdrawal,10^9 m3/year, I,2.35
Niger, Agricultural water withdrawal as % of total renewable water resources, %, E,6.91
Niger, Agricultural water withdrawal as % of total water withdrawal, %, I,91.02
Niger, Dam capacity per capita,m3/inhab, E,3.87
Niger, Dependency ratio, %, I,89.72
Niger, Environmental Flow Requirements,10^9 m3/year, I,10.61
Niger, Fresh groundwater withdrawal,10^9 m3/year, I,2.38
Niger, Fresh surface water withdrawal,10^9 m3/year, I,0.21
Niger, Groundwater produced internally,10^9 m3/year, I,2.5
